Nome,Cognome,Ruolo,padiglione,reparto,piano reparto,Numero di telefono,Abitazione,data di nascita,tessera_sanitaria
Paolo,BELLORA,Equip,c,CHIRURGIA GENERALE 1,2,393872814202,via Giotto n^32,27/6/1980,plbllrf276198085
Paolo,BAROFFIO,Equip,c,CHIRURGIA GENERALE 1,2,393872814202,via Onella n^65,5/8/1994,plbrfff58199432
Federico,BUTERA,Equip,c,CHIRURGIA GENERALE 1,2,393872814202,via Paralda n^64,2/3/1995,fdrcbtrf23199567
Giordana,D’ALOISIO,Equip,c,CHIRURGIA GENERALE 1,2,393872814202,via Werther n^54,28/1/1983,grdnd’lsf281198351
Lucio,GATTI,Equip,c,CHIRURGIA GENERALE 1,2,393872814202,via Domitilla n^89,14/5/1986,lcgttf145198693
Luca,GATTONI,Equip,c,CHIRURGIA GENERALE 1,2,393872814202,via Leonardo n^32,1/4/1999,lcgttnf14199941
Maurizia,GULLOTTI,Equip,c,CHIRURGIA GENERALE 1,2,393872814202,via Consolata n^33,28/3/1984,mrzgllttf283198420
Fabrizio,OLIVIERI,Equip,c,CHIRURGIA GENERALE 1,2,393872814202,via Urania n^30,15/9/1998,fbrzlvrf159199823
Raffaele,ROMITO,Capo reparto,c,CHIRURGIA GENERALE 2,2,393872814202,via Vittoria n^32,3/7/1990,rfflrmtf37199065
Paolo,BERTOLI,Equip,c,CHIRURGIA GENERALE 2,2,393872814202,via Battista n^26,6/6/1992,plbrtlf66199256
Roberto,MAIOCCHI,Equip,c,CHIRURGIA GENERALE 2,2,393872814202,via Giulia n^94,22/4/1987,rbrtmcchf224198799
Filadelfio,Massimiliano,Equip,c,CHIRURGIA GENERALE 2,2,393872814202,via Tiziano n^22,3/11/1999,fldlfmssmlnf311199992
Luca,PORTIGLIOTTI,Equip,c,CHIRURGIA GENERALE 2,2,393872814202,via Sofia n^41,25/8/1996,lcprtglttf258199692
Oscar,Luciano,Equip,c,CHIRURGIA GENERALE 2,2,393872814202,via Agnese n^57,10/11/1989,scrlcnf1011198993
Annunziatino,ZAMPOGNA,Equip,c,CHIRURGIA GENERALE 2,2,393872814202,via Tazio n^70,30/8/1998,nnnztnzmpgnf308199865
Giovanni,VERNA,Capo reparto,c,CHIRURGIA PLASTICA E RICOSTRUTTIVA,2,393872814202,via Petronilla n^10,1/10/1996,gvnnvrnf110199629
Antonio,TAVEGGIA,Equip,c,CHIRURGIA PLASTICA E RICOSTRUTTIVA,2,393872814202,via Brad n^61,28/10/1996,ntntvggf2810199680
Antonio,RUSSO,Equip,c,CHIRURGIA PLASTICA E RICOSTRUTTIVA,2,393872814202,via Aldwin n^34,4/10/1985,ntnrssf410198594
Igor,VALTORTA,Equip,c,CHIRURGIA PLASTICA E RICOSTRUTTIVA,2,393872814202,via Raimondo n^1,23/3/1987,grvltrtf233198790
Carla,PORTA,Capo reparto,c,CHIRURGIA VASCOLARE,1,393872814202,via Marilena n^89,23/9/1980,crlprtf239198035
Francesco,CASELLA,Equip,c,CHIRURGIA VASCOLARE,1,393872814202,via Ediardo n^69,4/2/1995,frncsccsllf42199519
Renato,CASSATELLA,Equip,c,CHIRURGIA VASCOLARE,1,393872814202,via Etilla n^58,24/5/1983,rntcsstllf245198382
M.,Letizia,Equip,c,CHIRURGIA VASCOLARE,1,393872814202,via Ettore n^50,22/9/1989,m.ltzf229198983
Liborio,FERRANTE,Equip,c,CHIRURGIA VASCOLARE,1,393872814202,via Ruben n^13,9/9/1996,lbrfrrntf9919966
Mila,Maria,Equip,c,CHIRURGIA VASCOLARE,1,393872814202,via Simone n^66,25/6/1995,mlmrf25619957
Anna,Maria,Equip,c,CHIRURGIA VASCOLARE,1,393872814202,via Franca n^83,26/12/1987,nnmrf2612198744
Massimiliano,MARTELLI,Equip,c,CHIRURGIA VASCOLARE,1,393872814202,via Umberta n^17,4/3/1987,mssmlnmrtllf43198773
Gianluca,GAIDANO,Capo reparto,c,EMATOLOGIA,3,393872814202,via Mafalda n^28,4/3/1997,gnlcgdnf43199725
Lorenzo,DE,Equip,c,EMATOLOGIA,3,393872814202,via Iride n^29,6/6/1983,lrnzdf66198320
Chiara,FRAIRIA,Equip,c,EMATOLOGIA,3,393872814202,via Daniele n^54,14/9/1984,chrfrrf149198498
Mariangela,GRECO,Equip,c,EMATOLOGIA,3,393872814202,via Bernardo n^81,15/10/1993,mrnglgrcf1510199342
Monia,LUNGHI,Equip,c,EMATOLOGIA,3,393872814202,via Arianna n^0,28/10/1999,mnlnghf2810199925
Luca,NASSI,Equip,c,EMATOLOGIA,3,393872814202,via Bella n^1,15/2/1987,lcnssf152198792
Andrea,PATRIARCA,Equip,c,EMATOLOGIA,3,393872814202,via Salvatore n^81,21/3/1983,ndrptrrcf213198333
Piero,BALBO,Capo reparto,c,MALATTIE DELL'APPARATO RESPIRATORIO,3,393872814202,via Agar n^24,11/3/2000,prblbf11320001
Cristian,David,Equip,c,MALATTIE DELL'APPARATO RESPIRATORIO,3,393872814202,via Agave n^83,6/2/1985,crstndvdf62198595
Roberta,NICALI,Equip,c,MALATTIE DELL'APPARATO RESPIRATORIO,3,393872814202,via Reagan n^81,4/3/1997,rbrtnclf4319978
Gian,Carlo,Equip,c,MALATTIE DELL'APPARATO RESPIRATORIO,3,393872814202,via Olisa n^63,22/10/1992,gncrlf2210199288
Renato,VERCELLI,Equip,c,MALATTIE DELL'APPARATO RESPIRATORIO,3,393872814202,via Fortuna n^75,21/2/2000,rntvrcllf212200044
Gian,SACCHETTI,Capo reparto,c,MEDICINA NUCLEARE,-1,393872814202,via Ancilla n^71,28/12/1980,gnscchttf2812198059
Lucia,LEVA,Equip,c,MEDICINA NUCLEARE,-1,393872814202,via Iris n^82,8/10/1987,lclvf810198795
Federica,ORSINI,Equip,c,MEDICINA NUCLEARE,-1,393872814202,via Taras n^23,21/12/1984,fdrcrsnf2112198425
Erinda,PUTA,Equip,c,MEDICINA NUCLEARE,-1,393872814202,via Oliva n^47,8/11/1980,rndptf811198094
Alessandro,CARRIERO,Capo reparto,c,RADIODIAGNOSTICA,-1,393872814202,via Flora n^29,5/2/1990,lssndrcrrrf52199075
Silvia,ATTANASIO,Equip,c,RADIODIAGNOSTICA,-1,393872814202,via Nicola n^55,7/6/1998,slvttnsf76199826
Sabrina,BALDI,Equip,c,RADIODIAGNOSTICA,-1,393872814202,via Giada n^65,16/3/1996,sbrnbldf163199695
Michela,BARINI,Equip,c,RADIODIAGNOSTICA,-1,393872814202,via Luca n^19,20/11/1990,mchlbrnf201119900
Alessandro,BOCCARDI,Equip,c,RADIODIAGNOSTICA,-1,393872814202,via Perceval n^42,19/8/1987,lssndrbccrdf198198711
Chiara,BORRACCINO,Equip,c,RADIODIAGNOSTICA,-1,393872814202,via Andrea n^91,24/5/2000,chrbrrccnf245200069
Andrea,CALCATERRA,Equip,c,RADIODIAGNOSTICA,-1,393872814202,via Antonia n^64,27/6/1991,ndrclctrrf276199125
Daniela,CATANZARO,Equip,c,RADIODIAGNOSTICA,-1,393872814202,via Porzia n^94,10/12/1985,dnlctnzrf1012198544
Paolo,CERINI,Equip,c,RADIODIAGNOSTICA,-1,393872814202,via Lanfranco n^92,13/12/1995,plcrnf1312199523
Patrizio,CONTE,Equip,c,RADIODIAGNOSTICA,-1,393872814202,via Leila n^73,30/4/1983,ptrzcntf304198350
Alessandra,FERRARI,Equip,c,RADIODIAGNOSTICA,-1,393872814202,via Elia n^86,28/8/1981,lssndrfrrrf288198141
Anna,Clelia,Equip,c,RADIODIAGNOSTICA,-1,393872814202,via Eris n^32,11/11/1981,nncllf111119816
Gaetana,MANIGRASSO,Equip,c,RADIODIAGNOSTICA,-1,393872814202,via Emiliano n^2,28/9/1981,gtnmngrssf28919817
Maria,Rosa,Equip,c,RADIODIAGNOSTICA,-1,393872814202,via Yasu n^79,2/10/1988,mrrsf210198857
Tomasina,MELONI,Equip,c,RADIODIAGNOSTICA,-1,393872814202,via Euridice n^43,30/8/1998,tmsnmlnf308199894
Elena,MIGAZZO,Equip,c,RADIODIAGNOSTICA,-1,393872814202,via Virginia n^72,15/10/1983,lnmgzzf1510198346
Pierluigi,NERI,Equip,c,RADIODIAGNOSTICA,-1,393872814202,via Dalila n^20,27/4/1982,prlgnrf274198286
Mirela,PROASPATU,Equip,c,RADIODIAGNOSTICA,-1,393872814202,via Beryl n^43,25/8/1999,mrlprsptf258199987
Anna,Maria,Equip,c,RADIODIAGNOSTICA,-1,393872814202,via Ester n^40,25/4/2000,nnmrf254200087
Silvia,SANTOCONO,Equip,c,RADIODIAGNOSTICA,-1,393872814202,via Romina n^71,28/12/1981,slvsntcnf2812198169
Roberto,TOMAO,Equip,c,RADIODIAGNOSTICA,-1,393872814202,via Ivan n^92,13/8/1985,rbrttmf138198568
Marco,KRENGLI,Capo reparto,c,RADIOTERAPIA ONCOLOGICA,-1,393872814202,via Clizia n^95,19/4/1991,mrckrnglf194199132
Giuseppina,APICELLA,Equip,c,RADIOTERAPIA ONCOLOGICA,-1,393872814202,via Ursula n^7,19/6/1984,gsppnpcllf196198427
Debora,BELDI’,Equip,c,RADIOTERAPIA ONCOLOGICA,-1,393872814202,via Aquilante n^60,16/7/1981,dbrbld’f167198122
Serena,BERRETTA,Equip,c,RADIOTERAPIA ONCOLOGICA,-1,393872814202,via Delia n^42,10/7/1988,srnbrrttf107198851
Rachele,GRASSO;,Equip,c,RADIOTERAPIA ONCOLOGICA,-1,393872814202,via Tristano n^50,25/9/1983,rchlgrss;f25919838
Carla,PISANI,Equip,c,RADIOTERAPIA ONCOLOGICA,-1,393872814202,via Naomi n^39,17/9/2000,crlpsnf179200031
Lucia,TURRI,Equip,c,RADIOTERAPIA ONCOLOGICA,-1,393872814202,via Bertrando n^0,22/1/1993,lctrrf221199363
Ivan,DODARO,Capo reparto,c,UNITA’ DI SENOLOGIA,-1,393872814202,via Tia n^1,6/10/1991,vnddrf610199125
Eleonora,GALLAROTTI,Equip,c,UNITA’ DI SENOLOGIA,-1,393872814202,via Ford n^69,15/8/1995,lnrgllrttf158199561
Renzo,BOLDORINI,Capo reparto,d,ANATOMIA PATOLOGICA,0,393872814202,via Calogero n^26,4/8/1993,rnzbldrnf48199393
Cristiana,BOZZOLA,Equip,d,ANATOMIA PATOLOGICA,0,393872814202,via Onella n^40,19/11/1989,crstnbzzlf1911198998
Francesca,FOTI,Equip,d,ANATOMIA PATOLOGICA,0,393872814202,via Yarin n^1,15/11/1982,frncscftf1511198254
Angela,GIACALONE,Equip,d,ANATOMIA PATOLOGICA,0,393872814202,via Ugo n^36,18/11/1997,nglgclnf1811199772
Monica,LEUTNER,Equip,d,ANATOMIA PATOLOGICA,0,393872814202,via Silvestro n^6,27/1/1991,mncltnrf271199130
Emanuela,UGLIETTI,Equip,d,ANATOMIA PATOLOGICA,0,393872814202,via Paloma n^0,23/12/1995,mnlglttf2312199573
Guido,VALENTE,Equip,d,ANATOMIA PATOLOGICA,0,393872814202,via Ezio n^12,20/2/1980,gdvlntf202198026
Alessia,PISTERNA,Capo reparto,d,FARMACIA OSPEDALIERA,0,393872814202,via Attilio n^96,26/3/1999,lsspstrnf263199911
Silvia,AINA,Equip,d,FARMACIA OSPEDALIERA,0,393872814202,via Eugenia n^1,13/1/1988,slvnf13119883
Massimo,BONI,Equip,d,FARMACIA OSPEDALIERA,0,393872814202,via Meredith n^21,1/2/1994,mssmbnf12199471
Cinzia,FERRARI,Equip,d,FARMACIA OSPEDALIERA,0,393872814202,via Domenica n^19,25/12/1993,cnzfrrrf2512199354
MariaTeresa,GALLINA,Equip,d,FARMACIA OSPEDALIERA,0,393872814202,via Moanna n^92,13/10/1984,mrtrsgllnf1310198441
Luca,GARLASCHELLI,Equip,d,FARMACIA OSPEDALIERA,0,393872814202,via Ippolito n^30,29/5/1993,lcgrlschllf295199385
Silvia,MAFFEO,Equip,d,FARMACIA OSPEDALIERA,0,393872814202,via Dela n^100,14/12/1987,slvmfff1412198780
Fabio,NARDUCCI,Equip,d,FARMACIA OSPEDALIERA,0,393872814202,via Nissa n^9,8/4/1983,fbnrdccf84198313
Federica,PIERI,Equip,d,FARMACIA OSPEDALIERA,0,393872814202,via Ludovico n^55,16/7/1996,fdrcprf16719960
Ilaria,ROGNONI,Equip,d,FARMACIA OSPEDALIERA,0,393872814202,via Sina n^35,6/1/1994,lrrgnnf61199435
Federico,GRASSI,Capo reparto,d,ORTOPEDIA E TRAUMATOLOGIA,0,393872814202,via Rhea n^18,23/4/1982,fdrcgrssf234198246
Riccardo,ALBERIO,Equip,d,ORTOPEDIA E TRAUMATOLOGIA,0,393872814202,via Perceval n^2,24/8/1988,rccrdlbrf248198885
Emilio,ANTENUCCI,Equip,d,ORTOPEDIA E TRAUMATOLOGIA,0,393872814202,via Alice n^15,15/3/2000,mlntnccf153200012
Stefano,BOCCARDI,Equip,d,ORTOPEDIA E TRAUMATOLOGIA,0,393872814202,via Filomena n^78,15/4/1988,stfnbccrdf154198839
Camillo,BUCCHERI,Equip,d,ORTOPEDIA E TRAUMATOLOGIA,0,393872814202,via Nora n^21,28/12/1989,cmllbcchrf2812198961
Antonio,DE,Equip,d,ORTOPEDIA E TRAUMATOLOGIA,0,393872814202,via Lucio n^78,26/10/1996,ntndf2610199648
Michele,DE,Equip,d,ORTOPEDIA E TRAUMATOLOGIA,0,393872814202,via Pandia n^31,12/12/1997,mchldf1212199785
Paolo,FORNARA,Equip,d,ORTOPEDIA E TRAUMATOLOGIA,0,393872814202,via Shirah n^62,1/1/1994,plfrnrf11199431
Davide,GAMBERONI,Equip,d,ORTOPEDIA E TRAUMATOLOGIA,0,393872814202,via Anna n^79,14/6/1989,dvdgmbrnf146198979
Massimiliano,LEIGHEB,Equip,d,ORTOPEDIA E TRAUMATOLOGIA,0,393872814202,via Lidia n^92,15/11/1997,mssmlnlghbf1511199719
Francesca,Denise,Equip,d,ORTOPEDIA E TRAUMATOLOGIA,0,393872814202,via Paride n^98,23/9/2000,frncscdnsf23920009
Diego,MONZEGLIO,Equip,d,ORTOPEDIA E TRAUMATOLOGIA,0,393872814202,via Taras n^22,27/1/1994,dgmnzglf271199497
Ercole,PELIZZONE,Equip,d,ORTOPEDIA E TRAUMATOLOGIA,0,393872814202,via Monica n^71,15/5/1987,rclplzznf155198788
Fabrizio,TRINCAS,Equip,d,ORTOPEDIA E TRAUMATOLOGIA,0,393872814202,via Luigia n^99,18/3/1988,fbrztrncsf183198855
Michele,UBERTAZZI,Capo reparto,e,CHIRURGIA PEDIATRICA,1,393872814202,via Gloria n^4,20/4/1984,mchlbrtzzf204198436
Franco,BALOSSINI,Equip,e,CHIRURGIA PEDIATRICA,1,393872814202,via Ella n^83,21/11/1987,frncblssnf2111198794
Francesca,BORRUTO,Equip,e,CHIRURGIA PEDIATRICA,1,393872814202,via Mirra n^1,25/1/2000,frncscbrrtf251200029
Piero,Ugo,Equip,e,CHIRURGIA PEDIATRICA,1,393872814202,via Talia n^48,9/7/1983,prgf97198390
Valeria,GABRIELE,Equip,e,CHIRURGIA PEDIATRICA,1,393872814202,via Marzio n^85,27/4/1987,vlrgbrlf274198719
Chiara,MATTEOTTI,Equip,e,CHIRURGIA PEDIATRICA,1,393872814202,via Acantha n^34,6/5/1986,chrmttttf65198670
Stefano,ANDREONI,Capo reparto,e,MICROBIOLOGIA E VIROLOGIA,-1,393872814202,via Antonio n^51,27/9/1983,stfnndrnf279198373
Vittorio,QUAGLIA,Equip,e,MICROBIOLOGIA E VIROLOGIA,-1,393254786608,via Zeno n^79,25/8/2000,vttrqglf258200014
Paolo,RAVANINI,Equip,e,MICROBIOLOGIA E VIROLOGIA,-1,393254786608,via Flavio n^70,23/2/1992,plrvnnf232199296
Vincenzo,CANTALUPPI,Capo reparto,e,NEFROLOGIA - CENTRO TRAPIANTI RENE,1,393254786608,via Carmelo n^8,8/8/1985,vncnzcntlppf88198519
Andrea,AIROLDI,Equip,e,NEFROLOGIA - CENTRO TRAPIANTI RENE,1,393254786608,via Daria n^53,12/8/1983,ndrrldf128198360
Francesca,COFANO,Equip,e,NEFROLOGIA - CENTRO TRAPIANTI RENE,1,393254786608,via Corrado n^77,20/1/1984,frncsccfnf201198476
Cristina,CORNELLA,Equip,e,NEFROLOGIA - CENTRO TRAPIANTI RENE,1,393254786608,via Ruth n^58,26/10/1984,crstncrnllf2610198428
Elisa,LAZZARICH,Equip,e,NEFROLOGIA - CENTRO TRAPIANTI RENE,1,393254786608,via Gerda n^100,7/6/1993,lslzzrchf76199310
Claidio,MUSETTI,Equip,e,NEFROLOGIA - CENTRO TRAPIANTI RENE,1,393254786608,via Valerio n^15,10/12/1983,cldmsttf1012198375
Daniela,PALMIERI,Equip,e,NEFROLOGIA - CENTRO TRAPIANTI RENE,1,393254786608,via Enza n^18,12/8/1983,dnlplmrf128198356
Marco,QUAGLIA,Equip,e,NEFROLOGIA - CENTRO TRAPIANTI RENE,1,393254786608,via Solange n^41,3/8/1998,mrcqglf38199839
Doriana,CHIARINOTTI,Capo reparto,e,NEFROLOGIA - DIALISI,0,393254786608,via Simone n^72,15/4/1999,drnchrnttf15419991
Maddalena,BRUSTIA,Equip,e,NEFROLOGIA - DIALISI,0,393254786608,via Vassjli n^31,30/7/1995,mddlnbrstf307199572
Elena,BRUSCHETTA,Equip,e,NEFROLOGIA - DIALISI,0,393254786608,via Talitha n^13,7/4/1993,lnbrschttf74199390
Federica,CAPURRO,Equip,e,NEFROLOGIA - DIALISI,0,393254786608,via Flaminio n^14,21/4/1986,fdrccprrf214198665
Maria,Maddalena,Equip,e,NEFROLOGIA - DIALISI,0,393254786608,via Selene n^100,11/7/1989,mrmddlnf117198926
Paola,DAVID,Equip,e,NEFROLOGIA - DIALISI,0,393254786608,via Emanuele n^39,12/8/1989,pldvdf128198918
Andreana,DE,Equip,e,NEFROLOGIA - DIALISI,0,393254786608,via Adorno n^9,13/5/1983,ndrndf135198391
Luciana,GRAVELLONE,Equip,e,NEFROLOGIA - DIALISI,0,393254786608,via Moreno n^81,26/12/1988,lcngrvllnf2612198872
Eirini,Martha,Equip,e,NEFROLOGIA - DIALISI,0,393254786608,via Alfonsina n^44,1/12/2000,rnmrthf112200084
Carlo,RUVA,Equip,e,NEFROLOGIA - DIALISI,0,393254786608,via Velania n^21,18/3/1991,crlrvf183199197
Cristina,IZZO,Equip,e,NEFROLOGIA - DIALISI,0,393254786608,via Alessia n^100,9/4/1988,crstnzzf94198843
Maurizio,VIRI,Capo reparto,e,NEUROPSICHIATRIA INFANTILE,0,393254786608,via Dionigi n^86,28/12/2000,mrzvrf2812200070
Amanda,PAPA,Equip,e,NEUROPSICHIATRIA INFANTILE,0,393254786608,via Gareth n^42,4/8/1984,mndppf48198454
Roberta,POMELLA,Equip,e,NEUROPSICHIATRIA INFANTILE,0,393254786608,via Titania n^19,14/2/1989,rbrtpmllf14219895
Alessandra,GENNARI,Capo reparto,e,ONCOLOGIA,0,393254786608,via Massimo n^61,16/12/1985,lssndrgnnrf1612198581
Federica,BIELLO,Equip,e,ONCOLOGIA,0,393254786608,via Fortuna n^93,22/3/1987,fdrcbllf223198739
Gloria,BORRA,Equip,e,ONCOLOGIA,0,393254786608,via Giovanni n^18,30/12/1998,glrbrrf3012199821
Giovanni,BURRAFATO,Equip,e,ONCOLOGIA,0,393254786608,via Margherita n^84,6/9/1992,gvnnbrrftf69199281
Laura,Giovanna,Equip,e,ONCOLOGIA,0,393254786608,via Graziana n^52,10/11/1998,lrgvnnf1011199861
Alice,GATTI,Equip,e,ONCOLOGIA,0,393254786608,via Nathaniel n^8,17/3/1987,lcgttf173198746
Alessandra,MOSCA,Equip,e,ONCOLOGIA,0,393254786608,via Francesca n^24,30/8/1986,lssndrmscf308198639
David,RONDONOTTI,Equip,e,ONCOLOGIA,0,393254786608,via Elvis n^86,18/1/1991,dvdrndnttf181199174
Valentina,ROSSI,Equip,e,ONCOLOGIA,0,393254786608,via Andreina n^84,9/2/1996,vlntnrssf9219962
Chiara,SAGGIA,Equip,e,ONCOLOGIA,0,393254786608,via Nazario n^7,13/9/1995,chrsggf139199587
Guido,SIFFREDI,Equip,e,ONCOLOGIA,0,393254786608,via Emma n^2,12/2/1987,gdsffrdf122198771
Andrea,Pietro,Equip,e,ONCOLOGIA,0,393254786608,via Gareth n^82,10/5/2000,ndrptrf105200084
Gino,ROCCA,Capo reparto,e,ORTOPEDIA E TRAUMATOLOGIA PEDIATRICA,1,393254786608,via Milva n^25,4/3/1996,gnrccf43199650
Giuseppe,COLASANTO,Equip,e,ORTOPEDIA E TRAUMATOLOGIA PEDIATRICA,1,393254786608,via Luigia n^67,14/5/1990,gsppclsntf145199067
Alice,DEL,Equip,e,ORTOPEDIA E TRAUMATOLOGIA PEDIATRICA,1,393254786608,via Gerardo n^93,24/10/1992,lcdlf2410199232
Angela,DE,Equip,e,ORTOPEDIA E TRAUMATOLOGIA PEDIATRICA,1,393254786608,via Nariano n^48,26/12/1995,ngldf2612199549
Alberto,PEDRINI,Capo reparto,e,OSTETRICIA E GINECOLOGIA,-1,393254786608,via Terenzio n^21,1/1/1982,lbrtpdrnf11198234
Paola,AMORUSO,Equip,e,OSTETRICIA E GINECOLOGIA,-1,393254786608,via Palma n^29,26/3/1980,plmrsf263198096
Andrea,BLANDA,Equip,e,OSTETRICIA E GINECOLOGIA,-1,393254786608,via Roswita n^14,25/9/1984,ndrblndf259198415
Lucio,Fabio,Equip,e,OSTETRICIA E GINECOLOGIA,-1,393254786608,via Remo n^32,29/1/1988,lcfbf29119885
Alberto,CATINELLA,Equip,e,OSTETRICIA E GINECOLOGIA,-1,393254786608,via Edwin n^65,11/6/1998,lbrtctnllf11619989
Andrea,CAPUANO,Equip,e,OSTETRICIA E GINECOLOGIA,-1,393254786608,via Cora n^31,6/7/1981,ndrcpnf67198125
Patrizia,D’,Equip,e,OSTETRICIA E GINECOLOGIA,-1,393254786608,via Anna n^92,5/3/1987,ptrzd’f531987100
Elisabetta,FORTINA,Equip,e,OSTETRICIA E GINECOLOGIA,-1,393254786608,via Remo n^47,17/5/1988,lsbttfrtnf17519885
Michele,GIANA,Equip,e,OSTETRICIA E GINECOLOGIA,-1,393254786608,via Grazia n^42,8/5/1995,mchlgnf8519953
Susanna,INGRAO,Equip,e,OSTETRICIA E GINECOLOGIA,-1,393254786608,via Indro n^86,5/10/1981,ssnnngrf510198171
Daniela,LONGO,Equip,e,OSTETRICIA E GINECOLOGIA,-1,393254786608,via Mara n^29,6/11/1997,dnllngf611199743
Alessandro,MASINO,Equip,e,OSTETRICIA E GINECOLOGIA,-1,393254786608,via Videmar n^12,18/2/1990,lssndrmsnf182199052
Ameli,PAGLIA,Equip,e,OSTETRICIA E GINECOLOGIA,-1,393254786608,via Ilaria n^51,19/10/1986,mlpglf191019863
Raffaella,RIBALDONE,Equip,e,OSTETRICIA E GINECOLOGIA,-1,393254786608,via Giotto n^96,17/7/1986,rffllrbldnf177198691
Daniela,SURICO,Equip,e,OSTETRICIA E GINECOLOGIA,-1,393254786608,via Ferruccio n^6,14/10/1991,dnlsrcf1410199129
Elisabetta,TARRANO,Equip,e,OSTETRICIA E GINECOLOGIA,-1,393254786608,via Mammola n^78,23/1/1990,lsbtttrrnf231199027
Alessandro,VIGONE,Equip,e,OSTETRICIA E GINECOLOGIA,-1,393254786608,via Ada n^5,18/2/1998,lssndrvgnf182199870
Elena,VERCELLOTTI.,Equip,e,OSTETRICIA E GINECOLOGIA,-1,393254786608,via Esmeralda n^36,14/8/1988,lnvrclltt.f148198864
Ivana,RABBONE,Capo reparto,e,PEDIATRIA,1,393254786608,via Thelma n^38,19/4/1986,vnrbbnf194198664
Maria,Eleonora,Equip,e,PEDIATRIA,1,393254786608,via Paride n^46,20/12/1995,mrlnrf2012199584
Simonetta,BELLONE,Equip,e,PEDIATRIA,1,393254786608,via Brian n^99,23/8/1982,smnttbllnf238198248
Ilaria,M.,Equip,e,PEDIATRIA,1,393254786608,via Desdemona n^18,20/7/1986,lrm.f207198695
Matteo,CASTAGNO,Equip,e,PEDIATRIA,1,393254786608,via Luca n^72,17/8/1981,mttcstgnf17819810
Marta,CERUTTI,Equip,e,PEDIATRIA,1,393254786608,via Dermont n^38,20/11/1986,mrtcrttf2011198619
Marco,ERBEIA,Equip,e,PEDIATRIA,1,393254786608,via Savino n^64,2/2/1996,mrcrbf22199635
Sandra,ESPOSITO,Equip,e,PEDIATRIA,1,393254786608,via Adina n^10,19/8/1981,sndrspstf198198195
Miriam,Chiara,Equip,e,PEDIATRIA,1,393254786608,via Doriana n^31,19/11/1989,mrmchrf1911198966
Enza,GIGLIONE,Equip,e,PEDIATRIA,1,393254786608,via Costanza n^63,13/2/1999,nzgglnf132199991
Alice,MONZANI,Equip,e,PEDIATRIA,1,393254786608,via Kirk n^10,10/7/1999,lcmnznf107199968
Roberta,RICOTTI,Equip,e,PEDIATRIA,1,393254786608,via Moanna n^91,22/1/1994,rbrtrcttf221199483
Silvia,SAVASTIO.,Equip,e,PEDIATRIA,1,393254786608,via Wolfram n^68,21/4/1985,slvsvst.f214198512
Sergio,RISO,Capo reparto,e,SCIENZA DELL'ALIMENTAZIONE E DIETETICA,1,393254786608,via Galtea n^98,26/11/1987,srgrsf2611198775
Germano,BAJ,Equip,e,SCIENZA DELL'ALIMENTAZIONE E DIETETICA,1,393254786608,via Lara n^26,3/5/1995,grmnbjf35199513
Alessandra,CONIO,Capo reparto,e,TERAPIA INTENSIVA NEONATALE,1,393254786608,via Boris n^100,8/3/1993,lssndrcnf8319936
Marco,BINOTTI,Equip,e,TERAPIA INTENSIVA NEONATALE,1,393254786608,via Shirley n^77,27/11/1999,mrcbnttf2711199955
Edvige,CAPUTO,Equip,e,TERAPIA INTENSIVA NEONATALE,1,393254786608,via Loredana n^13,21/6/1984,dvgcptf21619848
Raffaella,CASSONE,Equip,e,TERAPIA INTENSIVA NEONATALE,1,393254786608,via Remo n^42,24/10/1997,rffllcssnf2410199711
cristina,COLLI,Equip,e,TERAPIA INTENSIVA NEONATALE,1,393254786608,via Doriano n^62,13/11/1992,crstncllf1311199237
Roberta,GILODI,Equip,e,TERAPIA INTENSIVA NEONATALE,1,393254786608,via Lavinia n^80,13/9/1980,rbrtgldf139198077
Raffaella,OSELLO,Equip,e,TERAPIA INTENSIVA NEONATALE,1,393254786608,via Gilberto n^22,17/4/2000,rffllsllf17420007
Ilaria,STASI,Equip,e,TERAPIA INTENSIVA NEONATALE,1,393254786608,via Jafar n^75,12/12/1996,lrstsf1212199652
Pietro,GARAVELLI,Capo reparto,f,MALATTIE INFETTIVE,1,393254786608,via Jason n^93,24/1/1985,ptrgrvllf241198566
Olivia,BARGIACCHI,Equip,f,MALATTIE INFETTIVE,1,393254786608,via Belinda n^60,2/5/1984,lvbrgcchf25198414
Diego,BRUSTIA,Equip,f,MALATTIE INFETTIVE,1,393254786608,via Sheena n^80,11/11/1982,dgbrstf1111198285
Cecilia,COSTA,Equip,f,MALATTIE INFETTIVE,1,393254786608,via Mizar n^83,25/5/1980,cclcstf2551980100
Claudio,NEBBIOLO,Equip,f,MALATTIE INFETTIVE,1,393254786608,via Nelson n^68,29/7/1997,cldnbblf297199763
Antonella,ROSSATI,Equip,f,MALATTIE INFETTIVE,1,393254786608,via Arlena n^6,13/2/1985,ntnllrsstf132198527
Lucreazia,Grazie,Capo reparto,g,CASA DI CURA,1,393254786608,via Alessandro n^15,26/11/1983,lcrzgrzf2611198310
Paola,SAVOIA,Capo reparto,g,DERMATOLOGIA E VENEREOLOGIA,0,393254786608,via Ymir n^90,29/6/2000,plsvf296200077
Stefano,ASTOLFI,Equip,g,DERMATOLOGIA E VENEREOLOGIA,0,393254786608,via Ippolita n^40,15/12/1996,stfnstlff1512199614
